ticket_id,customer_id,company_name,segment,category,issue_type,severity,created_date,resolved_date,resolution_hours,description,resolution_notes,csat_score
TICKET-00113,CUST-0019,ComplianceHub Group,Commercial,Feature,UI/UX feedback,Low,2026-04-06,2026-04-08,53,ComplianceHub Group (Commercial) reported: UI/UX feedback. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00114,CUST-0019,ComplianceHub Group,Commercial,Billing,Pricing clarification,Medium,2026-06-14,2026-06-14,13,ComplianceHub Group (Commercial) reported: Pricing clarification. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00115,CUST-0019,ComplianceHub Group,Commercial,Technical,Authentication failure,High,2026-06-25,2026-06-25,17,ComplianceHub Group (Commercial) reported: Authentication failure. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 1/5.,1
TICKET-00116,CUST-0020,BackupCloud Group,Commercial,Training,Best practices,Medium,2025-04-22,2025-04-25,92,BackupCloud Group (Commercial) reported: Best practices. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00117,CUST-0020,BackupCloud Group,Commercial,Technical,Data sync problem,High,2025-04-03,2025-04-04,28,BackupCloud Group (Commercial) reported: Data sync problem. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00118,CUST-0020,BackupCloud Group,Commercial,Feature,Missing functionality,High,2025-04-16,2025-04-17,42,BackupCloud Group (Commercial) reported: Missing functionality. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00119,CUST-0020,BackupCloud Group,Commercial,Feature,Workflow improvement,Medium,2025-03-22,2025-03-25,76,BackupCloud Group (Commercial) reported: Workflow improvement. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00120,CUST-0020,BackupCloud Group,Commercial,Feature,Workflow improvement,Medium,2025-04-14,2025-04-17,77,BackupCloud Group (Commercial) reported: Workflow improvement. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00121,CUST-0020,BackupCloud Group,Commercial,Billing,Invoice question,Critical,2024-12-05,2024-12-05,5,BackupCloud Group (Commercial) reported: Invoice question. Severity: Critical. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00122,CUST-0020,BackupCloud Group,Commercial,Technical,Performance slow,High,2024-12-08,2024-12-08,19,BackupCloud Group (Commercial) reported: Performance slow. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00123,CUST-0020,BackupCloud Group,Commercial,Training,How-to question,Critical,2024-11-27,2024-11-27,6,BackupCloud Group (Commercial) reported: How-to question. Severity: Critical. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00124,CUST-0020,BackupCloud Group,Commercial,Feature,Workflow improvement,Medium,2025-10-04,2025-10-07,79,BackupCloud Group (Commercial) reported: Workflow improvement. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 4/5.,4
TICKET-00125,CUST-0021,ContainerOps Corp,Enterprise,Technical,Performance slow,Medium,2026-01-08,2026-01-10,67,ContainerOps Corp (Enterprise) reported: Performance slow. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-00126,CUST-0021,ContainerOps Corp,Enterprise,Feature,Workflow improvement,Medium,2025-11-07,2025-11-08,28,ContainerOps Corp (Enterprise) reported: Workflow improvement. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00127,CUST-0022,SecurityFirst Systems,Enterprise,Billing,Invoice question,Low,2025-08-18,2025-08-19,30,SecurityFirst Systems (Enterprise) reported: Invoice question. Severity: Low.,Resolved by providing fix. Customer satisfaction: 4/5.,4
TICKET-00128,CUST-0022,SecurityFirst Systems,Enterprise,Training,Documentation request,High,2026-06-20,2026-06-21,40,SecurityFirst Systems (Enterprise) reported: Documentation request. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00129,CUST-0022,SecurityFirst Systems,Enterprise,Technical,Data sync problem,Critical,2025-07-14,2025-07-14,12,SecurityFirst Systems (Enterprise) reported: Data sync problem. Severity: Critical. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 4/5.,4
TICKET-00130,CUST-0022,SecurityFirst Systems,Enterprise,Feature,Missing functionality,High,2025-11-15,2025-11-16,28,SecurityFirst Systems (Enterprise) reported: Missing functionality. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00131,CUST-0022,SecurityFirst Systems,Enterprise,Technical,Integration issue,High,2026-02-15,2026-02-16,40,SecurityFirst Systems (Enterprise) reported: Integration issue. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00132,CUST-0022,SecurityFirst Systems,Enterprise,Technical,API error,Low,2025-10-24,2025-10-28,113,SecurityFirst Systems (Enterprise) reported: API error. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00133,CUST-0022,SecurityFirst Systems,Enterprise,Technical,API error,Medium,2025-08-10,2025-08-11,39,SecurityFirst Systems (Enterprise) reported: API error. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00134,CUST-0022,SecurityFirst Systems,Enterprise,Feature,Feature request,High,2025-10-22,2025-10-22,19,SecurityFirst Systems (Enterprise) reported: Feature request. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-00135,CUST-0022,SecurityFirst Systems,Enterprise,Technical,API error,Medium,2025-10-22,2025-10-24,71,SecurityFirst Systems (Enterprise) reported: API error. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 4/5.,4
TICKET-00136,CUST-0023,AIForge Technologies,SMB,Training,Setup help,Medium,2026-02-21,2026-02-23,67,AIForge Technologies (SMB) reported: Setup help. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 5/5.,5
TICKET-00137,CUST-0023,AIForge Technologies,SMB,Billing,Plan change request,Medium,2026-03-01,2026-03-03,58,AIForge Technologies (SMB) reported: Plan change request. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-00138,CUST-0023,AIForge Technologies,SMB,Technical,Authentication failure,Medium,2026-06-20,2026-06-22,62,AIForge Technologies (SMB) reported: Authentication failure. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00139,CUST-0023,AIForge Technologies,SMB,Training,Best practices,Medium,2026-03-03,2026-03-04,46,AIForge Technologies (SMB) reported: Best practices. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00140,CUST-0024,CloudScale Technologies,Commercial,Technical,Performance slow,Medium,2025-08-16,2025-08-17,47,CloudScale Technologies (Commercial) reported: Performance slow. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 4/5.,4
TICKET-00141,CUST-0025,MicroServe LLC,SMB,Training,How-to question,High,2026-06-14,2026-06-14,19,MicroServe LLC (SMB) reported: How-to question. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00142,CUST-0025,MicroServe LLC,SMB,Feature,Workflow improvement,High,2026-01-13,2026-01-14,34,MicroServe LLC (SMB) reported: Workflow improvement. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-00143,CUST-0025,MicroServe LLC,SMB,Training,Documentation request,Critical,2026-05-13,2026-05-13,2,MicroServe LLC (SMB) reported: Documentation request. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00144,CUST-0025,MicroServe LLC,SMB,Training,Best practices,High,2025-11-20,2025-11-20,4,MicroServe LLC (SMB) reported: Best practices. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00145,CUST-0025,MicroServe LLC,SMB,Feature,Workflow improvement,Critical,2025-11-29,2025-11-29,9,MicroServe LLC (SMB) reported: Workflow improvement. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00146,CUST-0025,MicroServe LLC,SMB,Technical,Authentication failure,Critical,2026-05-12,2026-05-12,3,MicroServe LLC (SMB) reported: Authentication failure. Severity: Critical. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00147,CUST-0025,MicroServe LLC,SMB,Feature,Missing functionality,Medium,2025-09-05,2025-09-06,35,MicroServe LLC (SMB) reported: Missing functionality. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00148,CUST-0025,MicroServe LLC,SMB,Technical,Performance slow,High,2025-12-31,2026-01-01,47,MicroServe LLC (SMB) reported: Performance slow. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00149,CUST-0025,MicroServe LLC,SMB,Billing,Invoice question,High,2025-10-20,2025-10-21,34,MicroServe LLC (SMB) reported: Invoice question. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-00150,CUST-0026,LoadBalance Group,SMB,Training,How-to question,Critical,2026-03-15,2026-03-15,10,LoadBalance Group (SMB) reported: How-to question. Severity: Critical. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00151,CUST-0026,LoadBalance Group,SMB,Feature,Missing functionality,Low,2023-08-25,2023-08-28,83,LoadBalance Group (SMB) reported: Missing functionality. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00152,CUST-0026,LoadBalance Group,SMB,Feature,UI/UX feedback,Medium,2024-06-11,2024-06-12,33,LoadBalance Group (SMB) reported: UI/UX feedback. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00153,CUST-0026,LoadBalance Group,SMB,Training,Best practices,High,2023-05-20,2023-05-20,7,LoadBalance Group (SMB) reported: Best practices. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00154,CUST-0026,LoadBalance Group,SMB,Technical,Authentication failure,Low,2025-06-28,2025-07-01,85,LoadBalance Group (SMB) reported: Authentication failure. Severity: Low.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00155,CUST-0026,LoadBalance Group,SMB,Technical,Performance slow,Medium,2026-03-15,2026-03-15,12,LoadBalance Group (SMB) reported: Performance slow. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 4/5.,4
TICKET-00156,CUST-0026,LoadBalance Group,SMB,Feature,Feature request,Medium,2024-10-15,2024-10-16,32,LoadBalance Group (SMB) reported: Feature request. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00157,CUST-0026,LoadBalance Group,SMB,Feature,Missing functionality,High,2026-02-04,2026-02-05,40,LoadBalance Group (SMB) reported: Missing functionality. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00158,CUST-0027,ScaleSystems Inc,SMB,Feature,Missing functionality,Low,2026-02-11,2026-02-17,148,ScaleSystems Inc (SMB) reported: Missing functionality. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00159,CUST-0027,ScaleSystems Inc,SMB,Technical,Integration issue,High,2026-02-28,2026-03-01,34,ScaleSystems Inc (SMB) reported: Integration issue. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00160,CUST-0027,ScaleSystems Inc,SMB,Feature,UI/UX feedback,Medium,2026-01-13,2026-01-15,56,ScaleSystems Inc (SMB) reported: UI/UX feedback. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00161,CUST-0027,ScaleSystems Inc,SMB,Technical,Integration issue,Medium,2026-02-07,2026-02-09,51,ScaleSystems Inc (SMB) reported: Integration issue. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00162,CUST-0027,ScaleSystems Inc,SMB,Training,How-to question,High,2026-02-25,2026-02-26,29,ScaleSystems Inc (SMB) reported: How-to question. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00163,CUST-0028,CacheMaster Inc,SMB,Feature,Feature request,High,2025-10-03,2025-10-04,31,CacheMaster Inc (SMB) reported: Feature request. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 4/5.,4
TICKET-00164,CUST-0028,CacheMaster Inc,SMB,Feature,UI/UX feedback,Low,2025-05-11,2025-05-15,106,CacheMaster Inc (SMB) reported: UI/UX feedback. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00165,CUST-0028,CacheMaster Inc,SMB,Technical,Data sync problem,High,2025-10-12,2025-10-12,17,CacheMaster Inc (SMB) reported: Data sync problem. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00166,CUST-0028,CacheMaster Inc,SMB,Training,Setup help,Medium,2025-08-01,2025-08-03,52,CacheMaster Inc (SMB) reported: Setup help. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00167,CUST-0028,CacheMaster Inc,SMB,Billing,Plan change request,High,2025-06-13,2025-06-13,21,CacheMaster Inc (SMB) reported: Plan change request. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00168,CUST-0028,CacheMaster Inc,SMB,Technical,Authentication failure,Low,2025-10-16,2025-10-18,60,CacheMaster Inc (SMB) reported: Authentication failure. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00169,CUST-0028,CacheMaster Inc,SMB,Feature,Workflow improvement,Medium,2025-02-25,2025-02-28,89,CacheMaster Inc (SMB) reported: Workflow improvement. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-00170,CUST-0028,CacheMaster Inc,SMB,Feature,UI/UX feedback,High,2025-05-07,2025-05-08,34,CacheMaster Inc (SMB) reported: UI/UX feedback. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-00171,CUST-0028,CacheMaster Inc,SMB,Feature,Feature request,High,2025-09-03,2025-09-03,16,CacheMaster Inc (SMB) reported: Feature request. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-00172,CUST-0029,BackupCloud Technologies,SMB,Technical,Performance slow,Low,2025-03-18,2025-03-23,135,BackupCloud Technologies (SMB) reported: Performance slow. Severity: Low.,Resolved by providing fix. Customer satisfaction: 4/5.,4
TICKET-00173,CUST-0029,BackupCloud Technologies,SMB,Training,Documentation request,Critical,2026-02-19,2026-02-19,3,BackupCloud Technologies (SMB) reported: Documentation request. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 5/5.,5
