doc_id,customer_id,company_name,segment,churn_category,specific_reason,arr,tenure_months,risk_score,feature_adoption,support_tickets_30d,last_engagement_days,is_churned,document
ANALYSIS-0085,CUST-0157,AIForge Inc,Enterprise,Support Issues,Poor documentation,291300,48,100,0,8,69,1,"# Churn Risk Analysis: AIForge Inc

## Executive Summary
AIForge Inc (CUST-0157) is a Enterprise customer in Manufacturing with $291,300 ARR and 48 months of tenure. Current risk score: 100%. Status: CHURNED on 2025-10-23.

## Risk Factors
1. **Primary Concern:** Poor documentation
2. **Feature Adoption:** 0% (below the Enterprise benchmark of 70%)
3. **Support Activity:** 8 tickets per 30 days
4. **Engagement:** last interaction 69 days ago

## Detailed Analysis

### Churn Category: Support Issues
This account shows the classic pattern of support issues, specifically: poor documentation.

### Behavioural Patterns
- Feature adoption plateaued at 0%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Enterprise accounts, support issues typically calls for executive intervention.

## Recommended Actions

### Immediate (7 days)
1. Schedule an executive business review
2. Address poor documentation directly
3. Assign a dedicated technical account manager

### Short-term (30 days)
1. Lift feature adoption from 0% toward 25%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Enterprise accounts that received improved response sla showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0157*
*Risk Score: 100%*
*Segment: Enterprise*"
ANALYSIS-0086,CUST-0158,DevOpsHub LLC,SMB,Product Fit,Too complex,36300,47,100,0,7,48,1,"# Churn Risk Analysis: DevOpsHub LLC

## Executive Summary
DevOpsHub LLC (CUST-0158) is a SMB customer in Technology with $36,300 ARR and 47 months of tenure. Current risk score: 100%. Status: CHURNED on 2025-12-09.

## Risk Factors
1. **Primary Concern:** Too complex
2. **Feature Adoption:** 0% (below the SMB benchmark of 70%)
3. **Support Activity:** 7 tickets per 30 days
4. **Engagement:** last interaction 48 days ago

## Detailed Analysis

### Churn Category: Product Fit
This account shows the classic pattern of product fit, specifically: too complex.

### Behavioural Patterns
- Feature adoption plateaued at 0%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, product fit typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address too complex directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 0% toward 25%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received provided api access for customization showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0158*
*Risk Score: 100%*
*Segment: SMB*"
ANALYSIS-0087,CUST-0160,MetricsDash Group,SMB,Adoption Challenges,Team not using it,30800,16,91,8,15,58,0,"# Churn Risk Analysis: MetricsDash Group

## Executive Summary
MetricsDash Group (CUST-0160) is a SMB customer in Retail with $30,800 ARR and 16 months of tenure. Current risk score: 91%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Team not using it
2. **Feature Adoption:** 8% (below the SMB benchmark of 70%)
3. **Support Activity:** 15 tickets per 30 days
4. **Engagement:** last interaction 58 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: team not using it.

### Behavioural Patterns
- Feature adoption plateaued at 8%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, adoption challenges typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address team not using it directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 8% toward 33%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received provided implementation support showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0160*
*Risk Score: 91%*
*Segment: SMB*"
ANALYSIS-0088,CUST-0161,AnalyticsCo Solutions,SMB,Support Issues,Slow response,12300,32,100,0,14,75,1,"# Churn Risk Analysis: AnalyticsCo Solutions

## Executive Summary
AnalyticsCo Solutions (CUST-0161) is a SMB customer in Technology with $12,300 ARR and 32 months of tenure. Current risk score: 100%. Status: CHURNED on 2026-03-12.

## Risk Factors
1. **Primary Concern:** Slow response
2. **Feature Adoption:** 0% (below the SMB benchmark of 70%)
3. **Support Activity:** 14 tickets per 30 days
4. **Engagement:** last interaction 75 days ago

## Detailed Analysis

### Churn Category: Support Issues
This account shows the classic pattern of support issues, specifically: slow response.

### Behavioural Patterns
- Feature adoption plateaued at 0%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, support issues typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address slow response directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 0% toward 25%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received improved response sla showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0161*
*Risk Score: 100%*
*Segment: SMB*"
ANALYSIS-0089,CUST-0164,AuditPro Group,SMB,Pricing Concerns,ROI not clear,36600,11,60,36,19,62,1,"# Churn Risk Analysis: AuditPro Group

## Executive Summary
AuditPro Group (CUST-0164) is a SMB customer in Public Sector with $36,600 ARR and 11 months of tenure. Current risk score: 60%. Status: CHURNED on 2026-04-11.

## Risk Factors
1. **Primary Concern:** ROI not clear
2. **Feature Adoption:** 36% (below the SMB benchmark of 70%)
3. **Support Activity:** 19 tickets per 30 days
4. **Engagement:** last interaction 62 days ago

## Detailed Analysis

### Churn Category: Pricing Concerns
This account shows the classic pattern of pricing concerns, specifically: roi not clear.

### Behavioural Patterns
- Feature adoption plateaued at 36%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, pricing concerns typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address roi not clear directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 36% toward 61%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received offered discount for annual commitment showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0164*
*Risk Score: 60%*
*Segment: SMB*"
ANALYSIS-0090,CUST-0166,InnovateLabs Solutions,Commercial,Pricing Concerns,Budget cuts,125400,31,100,0,13,35,1,"# Churn Risk Analysis: InnovateLabs Solutions

## Executive Summary
InnovateLabs Solutions (CUST-0166) is a Commercial customer in Public Sector with $125,400 ARR and 31 months of tenure. Current risk score: 100%. Status: CHURNED on 2025-11-07.

## Risk Factors
1. **Primary Concern:** Budget cuts
2. **Feature Adoption:** 0% (below the Commercial benchmark of 70%)
3. **Support Activity:** 13 tickets per 30 days
4. **Engagement:** last interaction 35 days ago

## Detailed Analysis

### Churn Category: Pricing Concerns
This account shows the classic pattern of pricing concerns, specifically: budget cuts.

### Behavioural Patterns
- Feature adoption plateaued at 0%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Commercial accounts, pricing concerns typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address budget cuts directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 0% toward 25%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received offered discount for annual commitment showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0166*
*Risk Score: 100%*
*Segment: Commercial*"
ANALYSIS-0091,CUST-0167,LoadBalance Corp,Enterprise,Adoption Challenges,Lack of champions,450500,17,74,23,14,55,1,"# Churn Risk Analysis: LoadBalance Corp

## Executive Summary
LoadBalance Corp (CUST-0167) is a Enterprise customer in Manufacturing with $450,500 ARR and 17 months of tenure. Current risk score: 74%. Status: CHURNED on 2026-05-19.

## Risk Factors
1. **Primary Concern:** Lack of champions
2. **Feature Adoption:** 23% (below the Enterprise benchmark of 70%)
3. **Support Activity:** 14 tickets per 30 days
4. **Engagement:** last interaction 55 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: lack of champions.

### Behavioural Patterns
- Feature adoption plateaued at 23%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Enterprise accounts, adoption challenges typically calls for executive intervention.

## Recommended Actions

### Immediate (7 days)
1. Schedule an executive business review
2. Address lack of champions directly
3. Assign a dedicated technical account manager

### Short-term (30 days)
1. Lift feature adoption from 23% toward 48%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Enterprise accounts that received simplified user interface showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0167*
*Risk Score: 74%*
*Segment: Enterprise*"
ANALYSIS-0092,CUST-0168,SecurityFirst Inc,SMB,Pricing Concerns,ROI not clear,58600,6,71,26,30,74,0,"# Churn Risk Analysis: SecurityFirst Inc

## Executive Summary
SecurityFirst Inc (CUST-0168) is a SMB customer in Energy with $58,600 ARR and 6 months of tenure. Current risk score: 71%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** ROI not clear
2. **Feature Adoption:** 26% (below the SMB benchmark of 70%)
3. **Support Activity:** 30 tickets per 30 days
4. **Engagement:** last interaction 74 days ago

## Detailed Analysis

### Churn Category: Pricing Concerns
This account shows the classic pattern of pricing concerns, specifically: roi not clear.

### Behavioural Patterns
- Feature adoption plateaued at 26%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, pricing concerns typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address roi not clear directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 26% toward 51%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received demonstrated roi with detailed analytics showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0168*
*Risk Score: 71%*
*Segment: SMB*"
ANALYSIS-0093,CUST-0170,SecureNet Technologies,Enterprise,Support Issues,Slow response,197100,12,74,24,27,29,0,"# Churn Risk Analysis: SecureNet Technologies

## Executive Summary
SecureNet Technologies (CUST-0170) is a Enterprise customer in Retail with $197,100 ARR and 12 months of tenure. Current risk score: 74%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Slow response
2. **Feature Adoption:** 24% (below the Enterprise benchmark of 70%)
3. **Support Activity:** 27 tickets per 30 days
4. **Engagement:** last interaction 29 days ago

## Detailed Analysis

### Churn Category: Support Issues
This account shows the classic pattern of support issues, specifically: slow response.

### Behavioural Patterns
- Feature adoption plateaued at 24%
- Support volume rising
- Engagement stable

### Segment-Specific Insight
For Enterprise accounts, support issues typically calls for executive intervention.

## Recommended Actions

### Immediate (7 days)
1. Schedule an executive business review
2. Address slow response directly
3. Assign a dedicated technical account manager

### Short-term (30 days)
1. Lift feature adoption from 24% toward 49%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Enterprise accounts that received assigned dedicated success manager showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0170*
*Risk Score: 74%*
*Segment: Enterprise*"
ANALYSIS-0094,CUST-0171,LogStream Solutions,SMB,Product Fit,Missing features,12000,8,27,66,15,7,1,"# Churn Risk Analysis: LogStream Solutions

## Executive Summary
LogStream Solutions (CUST-0171) is a SMB customer in Technology with $12,000 ARR and 8 months of tenure. Current risk score: 27%. Status: CHURNED on 2026-04-11.

## Risk Factors
1. **Primary Concern:** Missing features
2. **Feature Adoption:** 66% (below the SMB benchmark of 70%)
3. **Support Activity:** 15 tickets per 30 days
4. **Engagement:** last interaction 7 days ago

## Detailed Analysis

### Churn Category: Product Fit
This account shows the classic pattern of product fit, specifically: missing features.

### Behavioural Patterns
- Feature adoption plateaued at 66%
- Support volume rising
- Engagement stable

### Segment-Specific Insight
For SMB accounts, product fit typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address missing features directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 66% toward 85%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received built custom integration showed significant improvement in retention metrics.

---
*Customer ID: CUST-0171*
*Risk Score: 27%*
*Segment: SMB*"
ANALYSIS-0095,CUST-0172,ComplianceHub Solutions,Commercial,Product Fit,Missing features,146200,45,100,0,8,50,0,"# Churn Risk Analysis: ComplianceHub Solutions

## Executive Summary
ComplianceHub Solutions (CUST-0172) is a Commercial customer in Manufacturing with $146,200 ARR and 45 months of tenure. Current risk score: 100%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Missing features
2. **Feature Adoption:** 0% (below the Commercial benchmark of 70%)
3. **Support Activity:** 8 tickets per 30 days
4. **Engagement:** last interaction 50 days ago

## Detailed Analysis

### Churn Category: Product Fit
This account shows the classic pattern of product fit, specifically: missing features.

### Behavioural Patterns
- Feature adoption plateaued at 0%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Commercial accounts, product fit typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address missing features directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 0% toward 25%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received simplified workflow with automation showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0172*
*Risk Score: 100%*
*Segment: Commercial*"
ANALYSIS-0096,CUST-0173,CloudVision Solutions,Commercial,Product Fit,Missing features,88100,33,86,12,9,38,0,"# Churn Risk Analysis: CloudVision Solutions

## Executive Summary
CloudVision Solutions (CUST-0173) is a Commercial customer in Logistics with $88,100 ARR and 33 months of tenure. Current risk score: 86%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Missing features
2. **Feature Adoption:** 12% (below the Commercial benchmark of 70%)
3. **Support Activity:** 9 tickets per 30 days
4. **Engagement:** last interaction 38 days ago

## Detailed Analysis

### Churn Category: Product Fit
This account shows the classic pattern of product fit, specifically: missing features.

### Behavioural Patterns
- Feature adoption plateaued at 12%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Commercial accounts, product fit typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address missing features directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 12% toward 37%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received built custom integration showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0173*
*Risk Score: 86%*
*Segment: Commercial*"
ANALYSIS-0097,CUST-0176,MetricsDash Inc,SMB,Adoption Challenges,Lack of champions,18400,18,77,21,15,42,0,"# Churn Risk Analysis: MetricsDash Inc

## Executive Summary
MetricsDash Inc (CUST-0176) is a SMB customer in Energy with $18,400 ARR and 18 months of tenure. Current risk score: 77%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Lack of champions
2. **Feature Adoption:** 21% (below the SMB benchmark of 70%)
3. **Support Activity:** 15 tickets per 30 days
4. **Engagement:** last interaction 42 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: lack of champions.

### Behavioural Patterns
- Feature adoption plateaued at 21%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, adoption challenges typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address lack of champions directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 21% toward 46%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received provided implementation support showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0176*
*Risk Score: 77%*
*Segment: SMB*"
ANALYSIS-0098,CUST-0177,ContainerOps Group,SMB,Competition,Competitor cheaper,52000,11,77,21,24,23,0,"# Churn Risk Analysis: ContainerOps Group

## Executive Summary
ContainerOps Group (CUST-0177) is a SMB customer in Public Sector with $52,000 ARR and 11 months of tenure. Current risk score: 77%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Competitor cheaper
2. **Feature Adoption:** 21% (below the SMB benchmark of 70%)
3. **Support Activity:** 24 tickets per 30 days
4. **Engagement:** last interaction 23 days ago

## Detailed Analysis

### Churn Category: Competition
This account shows the classic pattern of competition, specifically: competitor cheaper.

### Behavioural Patterns
- Feature adoption plateaued at 21%
- Support volume rising
- Engagement stable

### Segment-Specific Insight
For SMB accounts, competition typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address competitor cheaper directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 21% toward 46%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received improved product based on feedback showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0177*
*Risk Score: 77%*
*Segment: SMB*"
ANALYSIS-0099,CUST-0178,MonitorPlus Systems,Enterprise,Product Fit,Missing features,302300,45,51,45,4,70,1,"# Churn Risk Analysis: MonitorPlus Systems

## Executive Summary
MonitorPlus Systems (CUST-0178) is a Enterprise customer in Financial Services with $302,300 ARR and 45 months of tenure. Current risk score: 51%. Status: CHURNED on 2026-01-03.

## Risk Factors
1. **Primary Concern:** Missing features
2. **Feature Adoption:** 45% (below the Enterprise benchmark of 70%)
3. **Support Activity:** 4 tickets per 30 days
4. **Engagement:** last interaction 70 days ago

## Detailed Analysis

### Churn Category: Product Fit
This account shows the classic pattern of product fit, specifically: missing features.

### Behavioural Patterns
- Feature adoption plateaued at 45%
- Support volume steady
- Engagement declining

### Segment-Specific Insight
For Enterprise accounts, product fit typically calls for executive intervention.

## Recommended Actions

### Immediate (7 days)
1. Schedule an executive business review
2. Address missing features directly
3. Assign a dedicated technical account manager

### Short-term (30 days)
1. Lift feature adoption from 45% toward 70%
2. Reduce support load by better documentation
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Enterprise accounts that received fast-tracked feature request showed significant improvement in retention metrics.

---
*Customer ID: CUST-0178*
*Risk Score: 51%*
*Segment: Enterprise*"
ANALYSIS-0100,CUST-0179,CodeCraft Corp,Commercial,Adoption Challenges,Lack of champions,122200,42,81,17,8,31,1,"# Churn Risk Analysis: CodeCraft Corp

## Executive Summary
CodeCraft Corp (CUST-0179) is a Commercial customer in Financial Services with $122,200 ARR and 42 months of tenure. Current risk score: 81%. Status: CHURNED on 2025-07-31.

## Risk Factors
1. **Primary Concern:** Lack of champions
2. **Feature Adoption:** 17% (below the Commercial benchmark of 70%)
3. **Support Activity:** 8 tickets per 30 days
4. **Engagement:** last interaction 31 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: lack of champions.

### Behavioural Patterns
- Feature adoption plateaued at 17%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Commercial accounts, adoption challenges typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address lack of champions directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 17% toward 42%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received simplified user interface showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0179*
*Risk Score: 81%*
*Segment: Commercial*"
ANALYSIS-0101,CUST-0180,APIGateway LLC,Commercial,Support Issues,Unresolved bugs,69200,47,100,0,7,37,0,"# Churn Risk Analysis: APIGateway LLC

## Executive Summary
APIGateway LLC (CUST-0180) is a Commercial customer in Retail with $69,200 ARR and 47 months of tenure. Current risk score: 100%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Unresolved bugs
2. **Feature Adoption:** 0% (below the Commercial benchmark of 70%)
3. **Support Activity:** 7 tickets per 30 days
4. **Engagement:** last interaction 37 days ago

## Detailed Analysis

### Churn Category: Support Issues
This account shows the classic pattern of support issues, specifically: unresolved bugs.

### Behavioural Patterns
- Feature adoption plateaued at 0%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Commercial accounts, support issues typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address unresolved bugs directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 0% toward 25%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received assigned dedicated success manager showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0180*
*Risk Score: 100%*
*Segment: Commercial*"
ANALYSIS-0102,CUST-0182,WorkflowPro Systems,Commercial,Adoption Challenges,Too hard to onboard,58300,44,73,24,5,57,1,"# Churn Risk Analysis: WorkflowPro Systems

## Executive Summary
WorkflowPro Systems (CUST-0182) is a Commercial customer in Financial Services with $58,300 ARR and 44 months of tenure. Current risk score: 73%. Status: CHURNED on 2024-12-16.

## Risk Factors
1. **Primary Concern:** Too hard to onboard
2. **Feature Adoption:** 24% (below the Commercial benchmark of 70%)
3. **Support Activity:** 5 tickets per 30 days
4. **Engagement:** last interaction 57 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: too hard to onboard.

### Behavioural Patterns
- Feature adoption plateaued at 24%
- Support volume steady
- Engagement declining

### Segment-Specific Insight
For Commercial accounts, adoption challenges typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address too hard to onboard directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 24% toward 49%
2. Reduce support load by better documentation
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received conducted onboarding workshops showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0182*
*Risk Score: 73%*
*Segment: Commercial*"
ANALYSIS-0103,CUST-0183,InnovateLabs Labs,Commercial,Adoption Challenges,Too hard to onboard,139900,9,28,66,10,12,1,"# Churn Risk Analysis: InnovateLabs Labs

## Executive Summary
InnovateLabs Labs (CUST-0183) is a Commercial customer in Healthcare with $139,900 ARR and 9 months of tenure. Current risk score: 28%. Status: CHURNED on 2026-04-02.

## Risk Factors
1. **Primary Concern:** Too hard to onboard
2. **Feature Adoption:** 66% (below the Commercial benchmark of 70%)
3. **Support Activity:** 10 tickets per 30 days
4. **Engagement:** last interaction 12 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: too hard to onboard.

### Behavioural Patterns
- Feature adoption plateaued at 66%
- Support volume rising
- Engagement stable

### Segment-Specific Insight
For Commercial accounts, adoption challenges typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address too hard to onboard directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 66% toward 85%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received conducted onboarding workshops showed significant improvement in retention metrics.

---
*Customer ID: CUST-0183*
*Risk Score: 28%*
*Segment: Commercial*"
ANALYSIS-0104,CUST-0185,DataBridge LLC,Enterprise,Support Issues,Poor documentation,139100,46,96,3,9,55,0,"# Churn Risk Analysis: DataBridge LLC

## Executive Summary
DataBridge LLC (CUST-0185) is a Enterprise customer in Logistics with $139,100 ARR and 46 months of tenure. Current risk score: 96%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Poor documentation
2. **Feature Adoption:** 3% (below the Enterprise benchmark of 70%)
3. **Support Activity:** 9 tickets per 30 days
4. **Engagement:** last interaction 55 days ago

## Detailed Analysis

### Churn Category: Support Issues
This account shows the classic pattern of support issues, specifically: poor documentation.

### Behavioural Patterns
- Feature adoption plateaued at 3%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Enterprise accounts, support issues typically calls for executive intervention.

## Recommended Actions

### Immediate (7 days)
1. Schedule an executive business review
2. Address poor documentation directly
3. Assign a dedicated technical account manager

### Short-term (30 days)
1. Lift feature adoption from 3% toward 28%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Enterprise accounts that received assigned dedicated success manager showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0185*
*Risk Score: 96%*
*Segment: Enterprise*"
ANALYSIS-0105,CUST-0186,DataSync Corp,Enterprise,Support Issues,Slow response,191300,24,93,6,12,61,1,"# Churn Risk Analysis: DataSync Corp

## Executive Summary
DataSync Corp (CUST-0186) is a Enterprise customer in Energy with $191,300 ARR and 24 months of tenure. Current risk score: 93%. Status: CHURNED on 2026-03-03.

## Risk Factors
1. **Primary Concern:** Slow response
2. **Feature Adoption:** 6% (below the Enterprise benchmark of 70%)
3. **Support Activity:** 12 tickets per 30 days
4. **Engagement:** last interaction 61 days ago

## Detailed Analysis

### Churn Category: Support Issues
This account shows the classic pattern of support issues, specifically: slow response.

### Behavioural Patterns
- Feature adoption plateaued at 6%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Enterprise accounts, support issues typically calls for executive intervention.

## Recommended Actions

### Immediate (7 days)
1. Schedule an executive business review
2. Address slow response directly
3. Assign a dedicated technical account manager

### Short-term (30 days)
1. Lift feature adoption from 6% toward 31%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Enterprise accounts that received set up weekly check-ins showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0186*
*Risk Score: 93%*
*Segment: Enterprise*"
